Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
0,0.000142252,864.8,0,87.98, -,9.295994
0.05,0.000142252,864.8,0,87.98, -,9.295994
0.1,15.52154,864.3,14.7619,87.98, -,9.295994
0.15,24.83748,864,23.61905,87.98, -,9.295994
0.2,34.15605,863.7,32.47619,87.98, -,9.295994
0.25,34.15605,863.7,32.47619,87.98, -,9.295994
0.3,49.69345,863.2,47.28571,87.98, -,9.295994
0.35,62.12939,862.8,59.14286,87.98, -,9.295994
0.4,77.67992,862.3,73.95238,87.98, -,9.295994
0.45,87.01336,862,82.85714,87.98, -,9.295994
0.5,108.8029,861.3,103.619,87.98, -,9.295994
0.55,127.49,860.7,121.4286,87.8, -,9.315441
0.6,143.0712,860.2,136.2857,87.8, -,9.315441
0.65,161.7795,859.6,154.0952,87.8, -,9.315441
0.7,186.7385,858.8,177.8571,87.8, -,9.315441
0.75,208.5938,858.1,198.6667,87.8, -,9.315441
0.8,221.0877,857.7,210.5714,87.8, -,9.315441
0.85,252.3458,856.7,240.3333,87.8, -,9.315441
0.9,283.6335,855.7,270.1429,87.8, -,9.315441
0.95,305.5529,855,291,87.8, -,9.315441
1,330.6206,854.2,314.8571,87.8, -,9.315441
1.05,352.5712,853.5,335.7619,87.8, -,9.315441
1.1,380.815,852.6,362.6667,87.8, -,9.315441
1.15,409.0811,851.7,374.8095,87.8, -,9.315441
1.2,440.5176,850.7,395.9048,87.8, -,9.315441
1.25,468.8367,849.8,414,87.8, -,9.315441
1.3,503.4803,848.7,447,87.8, -,9.315441
1.35,531.8535,847.8,459.1905,87.8, -,9.315441
1.4,569.7217,846.6,483.381,87.8, -,9.315441
1.45,604.4714,845.5,501.6667,87.8, -,9.315441
1.5,642.4231,844.3,528.9048,87.98, -,9.315441
1.55,670.9141,843.4,535.2857,87.98, -,9.315441
1.6,708.9424,842.2,553.7143,87.98, -,9.315441
1.65,737.4929,841.3,566.0476,87.98, -,9.315441
1.7,778.7746,840,587.5714,87.98, -,9.315441
1.75,816.9276,838.8,600.1429,87.98, -,9.315441
1.8,864.6804,837.3,624.8095,87.98, -,9.315441
1.85,899.7425,836.2,646.2857,87.98, -,9.315441
1.9,938.0358,835,653,87.98, -,9.315441
1.95,973.1761,833.9,656.6667,87.98, -,9.315441
2,1017.956,832.5,678.4762,87.98, -,9.315441
2.05,1056.387,831.3,691.2381,87.98, -,9.315441
2.1,1098.071,830,710.0476,87.98, -,9.315441
2.15,1136.596,828.8,719.8095,87.98, -,9.315441
2.2,1178.382,827.5,732.7143,87.98, -,9.315441
2.25,1217.001,826.3,739.5238,87.98, -,9.315441
2.3,1265.339,824.8,758.619,87.98, -,9.315441
2.35,1310.517,823.4,768.6667,87.98, -,9.315441
2.4,1355.759,822,784.7619,87.98, -,9.315441
2.45,1397.824,820.7,788.7619,87.98, -,9.315441
2.5,1439.944,819.4,795.7619,87.98, -,9.315441
2.55,1485.365,818,802.8571,87.8, -,9.315441
2.6,1537.35,816.4,825.2381,87.8, -,9.315441
2.65,1576.395,815.2,826.1905,87.8, -,9.315441
2.7,1622.005,813.8,842.4286,87.8, -,9.315441
2.75,1664.414,812.5,843.4762,87.8, -,9.315441
2.8,1713.416,811,853.8095,87.8, -,9.315441
2.85,1755.943,809.7,848.8571,87.8, -,9.315441
2.9,1791.972,808.6,849.8095,87.8, -,9.315441
2.95,1831.319,807.4,850.8095,87.8, -,9.315441
3,1870.716,806.2,854.8571,87.8, -,9.315441
3.05,1906.872,805.1,846.619,87.8, -,9.315441
3.1,1949.652,803.8,850.7619,87.8, -,9.315441
3.15,1989.191,802.6,848.7143,87.8, -,9.315441
3.2,2025.476,801.5,846.619,87.8, -,9.315441
3.25,2065.108,800.3,844.5714,87.8, -,9.315441
3.3,2104.787,799.1,845.619,87.8, -,9.315441
3.35,2137.89,798.1,831.0952,87.8, -,9.315441
3.4,2171.026,797.1,819.619,87.8, -,9.315441
3.45,2207.514,796,811.2857,87.8, -,9.315441
3.5,2250.69,794.7,812.381,87.98, -,9.315441
3.55,2290.596,793.5,810.2857,87.98, -,9.315441
3.6,2330.551,792.3,805.0952,87.98, -,9.315441
3.65,2367.218,791.2,790.4762,87.98, -,9.315441
3.7,2407.267,790,791.4286,87.98, -,9.315441
3.75,2447.365,788.8,786.1905,87.98, -,9.315441
3.8,2470.778,788.1,768.0952,87.98, -,9.315441
3.85,2521.006,786.6,769.2857,87.98, -,9.315441
3.9,2564.599,785.3,770.2857,87.98, -,9.315441
3.95,2601.531,784.2,771.1429,87.98, -,9.315441
4,2641.869,783,772.0952,87.98, -,9.315441
4.05,2678.889,781.9,769.8095,87.98, -,9.315441
4.1,2722.697,780.6,777.0952,87.98, -,9.315441
4.15,2759.808,779.5,771.6667,87.98, -,9.315441
4.2,2800.344,778.3,772.619,87.98, -,9.315441
4.25,2830.777,777.4,767.0476,87.98, -,9.315441
4.3,2874.79,776.1,771.1905,87.98, -,9.315441
4.35,2912.076,775,768.9048,87.98, -,9.315441
4.4,2952.802,773.8,776.1905,87.98, -,9.315441
4.45,2990.177,772.7,780.2381,87.98, -,9.315441
4.5,3031.001,771.5,784.3333,87.98, -,9.315441
4.55,3068.468,770.4,778.8571,87.8, -,9.334889
4.6,3105.979,769.3,776.5714,87.8, -,9.334889
4.65,3136.7,768.4,767.7619,87.8, -,9.334889
4.7,3181.131,767.1,775.1905,87.8, -,9.334889
4.75,3218.771,766,772.9048,87.8, -,9.334889
4.8,3259.884,764.8,773.8571,87.8, -,9.334889
4.85,3297.616,763.7,787.5238,87.8, -,9.334889
4.9,3331.957,762.7,772.381,87.8, -,9.334889
4.95,3362.895,761.8,760.3333,87.8, -,9.334889
5,3400.747,760.7,761.1905,87.8, -,9.334889
5.05,3438.646,759.6,758.8571,87.8, -,9.334889
5.1,3473.137,758.6,756.4762,87.8, -,9.334889
5.15,3507.664,757.6,747.6667,87.8, -,9.334889
5.2,3545.686,756.5,748.5238,87.8, -,9.334889
5.25,3576.83,755.6,739.5714,87.8, -,9.334889
5.3,3614.934,754.5,746.8571,87.8, -,9.334889
5.35,3646.145,753.6,734.6667,87.8, -,9.334889
5.4,3684.33,752.5,735.5238,87.8, -,9.334889
5.45,3719.084,751.5,729.8095,87.8, -,9.334889
5.5,3750.396,750.6,724,87.98, -,9.334889
5.55,3781.736,749.7,715,87.98, -,9.334889
5.6,3816.595,748.7,712.5238,87.98, -,9.334889
5.65,3851.492,747.7,710.0476,87.98, -,9.334889
5.7,3886.427,746.7,714.0952,87.98, -,9.334889
5.75,3917.902,745.8,701.7143,87.98, -,9.334889
5.8,3942.403,745.1,689.1905,87.98, -,9.334889
5.85,3980.941,744,686.7619,87.98, -,9.334889
5.9,4019.526,742.9,687.5714,87.98, -,9.334889
5.95,4054.643,741.9,688.2857,87.98, -,9.334889
6,4086.283,741,688.9524,87.98, -,9.334889
6.05,4117.954,740.1,683.0476,87.98, -,9.334889
6.1,4153.179,739.1,680.5238,87.98, -,9.334889
6.15,4184.913,738.2,677.9048,87.98, -,9.334889
6.2,4220.212,737.2,678.619,87.98, -,9.334889
6.25,4252.015,736.3,672.7143,87.98, -,9.334889
6.3,4287.387,735.3,676.7143,87.98, -,9.334889
6.35,4322.799,734.3,674.1429,87.98, -,9.334889
6.4,4354.701,733.4,674.8095,87.98, -,9.334889
6.45,4383.088,732.6,665.4762,87.98, -,9.334889
6.5,4422.158,731.5,669.5714,87.98, -,9.334889
6.55,4454.162,730.6,670.2381,87.8, -,9.334889
6.6,4486.195,729.7,670.9048,87.8, -,9.334889
6.65,4518.263,728.8,668.2381,87.8, -,9.334889
6.7,4550.36,727.9,665.5714,87.8, -,9.334889
6.75,4578.921,727.1,659.4762,87.8, -,9.334889
6.8,4621.805,725.9,670.381,87.8, -,9.334889
6.85,4654.009,725,677.7143,87.8, -,9.334889
6.9,4686.245,724.1,671.7143,87.8, -,9.334889
6.95,4718.511,723.2,665.6667,87.8, -,9.334889
7,4750.812,722.3,663,87.8, -,9.334889
7.05,4783.143,721.4,663.6667,87.8, -,9.334889
7.1,4815.508,720.5,664.3333,87.8, -,9.334889
7.15,4844.305,719.7,658.1905,87.8, -,9.334889
7.2,4873.126,718.9,655.381,87.8, -,9.334889
7.25,4905.584,718,652.6667,87.8, -,9.334889
7.3,4934.461,717.2,649.9048,87.8, -,9.334889
7.35,4963.364,716.4,643.7619,87.8, -,9.334889
7.4,4999.531,715.4,644.4762,87.8, -,9.334889
7.45,5024.873,714.7,638.2381,87.8, -,9.334889
7.5,5057.484,713.8,642.2381,87.98, -,9.315441
7.55,5086.499,713,632.6667,87.98, -,9.315441
7.6,5119.173,712.1,633.2857,87.98, -,9.315441
7.65,5148.245,711.3,630.4286,87.98, -,9.315441
7.7,5177.342,710.5,627.619,87.98, -,9.315441
7.75,5206.466,709.7,624.7619,87.98, -,9.315441
7.8,5224.682,709.2,614.9048,87.98, -,9.315441
7.85,5257.499,708.3,605.2857,87.98, -,9.315441
7.9,5294,707.3,609.381,87.98, -,9.315441
7.95,5319.576,706.6,603.0476,87.98, -,9.315441
8,5348.831,705.8,600.1905,87.98, -,9.315441
8.05,5378.111,705,597.3333,87.98, -,9.315441
8.1,5407.419,704.2,594.4286,87.98, -,9.315441
8.15,5436.754,703.4,591.5714,87.98, -,9.315441
8.2,5466.119,702.6,592.0952,87.98, -,9.315441
8.25,5491.831,701.9,589.1429,87.98, -,9.315441
8.3,5524.924,701,589.7619,87.98, -,9.315441
8.35,5550.686,700.3,586.7619,87.98, -,9.315441
8.4,5583.838,699.4,590.8095,87.98, -,9.315441
8.45,5609.647,698.7,580.9524,87.98, -,9.315441
8.5,5639.169,697.9,584.9048,87.98, -,9.315441
8.55,5668.721,697.1,582,87.8, -,9.315441
8.6,5698.298,696.3,582.5714,87.8, -,9.315441
8.65,5724.201,695.6,576.1429,87.8, -,9.315441
8.7,5757.534,694.7,580.2381,87.8, -,9.315441
8.75,5783.485,694,577.2381,87.8, -,9.315441
8.8,5813.169,693.2,577.8095,87.8, -,9.315441
8.85,5842.88,692.4,588.7619,87.8, -,9.315441
8.9,5872.622,691.6,585.8571,87.8, -,9.315441
8.95,5902.389,690.8,579.4286,87.8, -,9.315441
9,5928.459,690.1,579.8571,87.8, -,9.315441
9.05,5958.279,689.3,580.381,87.8, -,9.315441
9.1,5988.126,688.5,580.9048,87.8, -,9.315441
9.15,6014.267,687.8,577.9048,87.8, -,9.315441
9.2,6040.429,687.1,574.8571,87.8, -,9.315441
9.25,6062.87,686.5,568.2857,87.8, -,9.315441
9.3,6089.072,685.8,568.7619,87.8, -,9.315441
9.35,6115.296,685.1,562.1905,87.8, -,9.315441
9.4,6145.292,684.3,566.2381,87.8, -,9.315441
9.45,6171.562,683.6,559.6667,87.8, -,9.315441
9.5,6201.611,682.8,563.7143,87.98, -,9.334889
9.55,6227.928,682.1,560.6667,87.98, -,9.334889
9.6,6254.265,681.4,557.619,87.98, -,9.334889
9.65,6276.86,680.8,550.9524,87.98, -,9.334889
9.7,6303.24,680.1,551.4286,87.98, -,9.334889
9.75,6329.639,679.4,544.8095,87.98, -,9.334889
9.8,6344.737,679,534.4762,87.98, -,9.334889
9.85,6378.731,678.1,538.5714,87.98, -,9.334889
9.9,6405.193,677.4,535.4762,87.98, -,9.334889
9.95,6431.68,676.7,532.381,87.98, -,9.334889
10,6454.402,676.1,525.6667,87.98, -,9.334889
10.05,6480.928,675.4,526.1429,87.98, -,9.334889
10.1,6503.686,674.8,519.4286,87.98, -,9.334889
10.15,6526.457,674.2,512.6667,87.98, -,9.334889
10.2,6556.845,673.4,516.7143,87.98, -,9.334889
10.25,6579.657,672.8,513.5238,87.98, -,9.334889
10.3,6606.291,672.1,517.5238,87.98, -,9.334889
10.35,6629.136,671.5,514.3333,87.98, -,9.334889
10.4,6655.812,670.8,514.8095,87.98, -,9.334889
10.45,6682.509,670.1,511.6667,87.98, -,9.334889
10.5,6709.228,669.4,512.0952,87.98, -,9.334889
10.55,6728.327,668.9,501.6667,87.8, -,9.354337
10.6,6755.086,668.2,502.0952,87.8, -,9.354337
10.65,6778.042,667.6,498.8571,87.8, -,9.354337
10.7,6804.841,666.9,502.8571,87.8, -,9.354337
10.75,6827.833,666.3,499.619,87.8, -,9.354337
10.8,6854.677,665.6,500.0476,87.8, -,9.354337
10.85,6881.542,664.9,511.2381,87.8, -,9.354337
10.9,6908.432,664.2,504.4762,87.8, -,9.354337
10.95,6927.652,663.7,497.5714,87.8, -,9.354337
11,6954.582,663,498,87.8, -,9.354337
11.05,6973.83,662.5,494.7143,87.8, -,9.354337
11.1,7000.799,661.8,495.0952,87.8, -,9.354337
11.15,7023.932,661.2,495.4762,87.8, -,9.354337
11.2,7047.084,660.6,495.8571,87.8, -,9.354337
11.25,7074.113,659.9,492.6667,87.8, -,9.354337
11.3,7097.303,659.3,493.0476,87.8, -,9.354337
11.35,7120.507,658.7,489.7619,87.8, -,9.354337
11.4,7143.73,658.1,490.0952,87.8, -,9.354337
11.45,7163.095,657.6,483.0952,87.8, -,9.354337
11.5,7190.224,656.9,483.5238,87.98, -,9.315441
11.55,7209.618,656.4,476.5714,87.98, -,9.315441
11.6,7232.907,655.8,480.5714,87.98, -,9.315441
11.65,7256.211,655.2,477.2857,87.98, -,9.315441
11.7,7275.646,654.7,473.9524,87.98, -,9.315441
11.75,7298.984,654.1,470.6667,87.98, -,9.315441
11.8,7314.55,653.7,463.5714,87.98, -,9.315441
11.85,7341.813,653,463.9524,87.98, -,9.315441
11.9,7365.198,652.4,460.6667,87.98, -,9.315441
11.95,7384.7,651.9,453.619,87.98, -,9.315441
12,7404.213,651.4,453.9048,87.98, -,9.315441
12.05,7423.739,650.9,446.8571,87.98, -,9.315441
12.1,7447.188,650.3,450.8571,87.98, -,9.315441
12.15,7470.652,649.7,447.5238,87.98, -,9.315441
12.2,7494.136,649.1,447.8571,87.98, -,9.315441
12.25,7513.718,648.6,444.4762,87.98, -,9.315441
12.3,7533.312,648.1,437.381,87.98, -,9.315441
12.35,7552.918,647.6,433.9524,87.98, -,9.315441
12.4,7580.387,646.9,438,87.98, -,9.315441
12.45,7600.022,646.4,434.619,87.98, -,9.315441
12.5,7623.604,645.8,438.6667,87.98, -,9.315441
12.55,7639.332,645.4,427.8095,87.8, -,9.315441
12.6,7662.942,644.8,431.8095,87.8, -,9.315441
12.65,7682.63,644.3,428.381,87.8, -,9.315441
12.7,7702.33,643.8,424.9524,87.8, -,9.315441
12.75,7725.985,643.2,428.9524,87.8, -,9.315441
12.8,7749.661,642.6,429.2857,87.8, -,9.315441
12.85,7769.404,642.1,433.2857,87.8, -,9.315441
12.9,7789.158,641.6,426.1429,87.8, -,9.315441
12.95,7808.926,641.1,422.6667,87.8, -,9.315441
13,7828.706,640.6,422.9524,87.8, -,9.315441
13.05,7848.498,640.1,423.2381,87.8, -,9.315441
13.1,7872.264,639.5,427.2381,87.8, -,9.315441
13.15,7888.12,639.1,420,87.8, -,9.315441
13.2,7911.917,638.5,420.3333,87.8, -,9.315441
13.25,7927.792,638.1,413.0952,87.8, -,9.315441
13.3,7951.619,637.5,417.1429,87.8, -,9.315441
13.35,7967.515,637.1,413.619,87.8, -,9.315441
13.4,7987.395,636.6,413.9048,87.8, -,9.315441
13.45,8007.288,636.1,406.7143,87.8, -,9.315441
13.5,8031.175,635.5,410.7619,87.98, -,9.315441
13.55,8051.096,635,407.2381,87.98, -,9.315441
13.6,8067.043,634.6,407.4286,87.98, -,9.315441
13.65,8082.996,634.2,400.1429,87.98, -,9.315441
13.7,8102.95,633.7,400.381,87.98, -,9.315441
13.75,8122.916,633.2,400.619,87.98, -,9.315441
13.8,8134.902,632.9,389.5238,87.98, -,9.315441
13.85,8158.889,632.3,389.8095,87.98, -,9.315441
13.9,8174.889,631.9,386.2381,87.98, -,9.315441
13.95,8190.899,631.5,382.6667,87.98, -,9.315441
14,8210.922,631,382.9048,87.98, -,9.315441
14.05,8230.958,630.5,383.1429,87.98, -,9.315441
14.1,8251.007,630,383.381,87.98, -,9.315441
14.15,8263.041,629.7,372.2381,87.98, -,9.315441
14.2,8287.128,629.1,380.0952,87.98, -,9.315441
14.25,8303.193,628.7,372.7143,87.98, -,9.315441
14.3,8319.27,628.3,372.9048,87.98, -,9.315441
14.35,8339.375,627.8,369.3333,87.98, -,9.315441
14.4,8355.467,627.4,369.5238,87.98, -,9.315441
14.45,8375.596,626.9,369.7619,87.98, -,9.315441
14.5,8391.709,626.5,366.1429,87.98, -,9.315441
14.55,8407.831,626.1,358.7143,87.8, -,9.315441
14.6,8427.994,625.6,358.9524,87.8, -,9.315441
14.65,8444.132,625.2,359.1429,87.8, -,9.315441
14.7,8460.281,624.8,359.3333,87.8, -,9.315441
14.75,8476.436,624.4,355.7143,87.8, -,9.315441
14.8,8500.688,623.8,359.8095,87.8, -,9.315441
14.85,8516.863,623.4,363.8095,87.8, -,9.315441
14.9,8533.05,623,356.381,87.8, -,9.315441
14.95,8549.245,622.6,356.5714,87.8, -,9.315441
15,8569.5,622.1,360.619,87.8, -,9.315441
15.05,8585.711,621.7,357,87.8, -,9.315441
15.1,8601.934,621.3,353.3333,87.8, -,9.315441
15.15,8618.162,620.9,349.7143,87.8, -,9.315441
15.2,8634.402,620.5,353.7143,87.8, -,9.315441
15.25,8646.586,620.2,342.381,87.8, -,9.315441
15.3,8666.904,619.7,346.4286,87.8, -,9.315441
15.35,8683.169,619.3,346.5714,87.8, -,9.315441
15.4,8695.372,619,339.0476,87.8, -,9.315441
15.45,8711.651,618.6,339.2381,87.8, -,9.315441
15.5,8727.938,618.2,335.5714,87.98, -,9.315441
15.55,8744.234,617.8,335.7619,87.98, -,9.315441
15.6,8760.537,617.4,335.9524,87.98, -,9.315441
15.65,8776.852,617,332.2857,87.98, -,9.315441
15.7,8793.174,616.6,332.4286,87.98, -,9.315441
15.75,8809.503,616.2,332.619,87.98, -,9.315441
15.8,8817.672,616,325,87.98, -,9.315441
15.85,8834.016,615.6,317.4762,87.98, -,9.315441
15.9,8850.365,615.2,317.619,87.98, -,9.315441
15.95,8866.727,614.8,317.7619,87.98, -,9.315441
16,8883.095,614.4,317.9048,87.98, -,9.315441
16.05,8895.379,614.1,310.3333,87.98, -,9.315441
16.1,8911.761,613.7,310.5238,87.98, -,9.315441
16.15,8928.154,613.3,310.7143,87.98, -,9.315441
16.2,8940.454,613,306.9524,87.98, -,9.315441
16.25,8956.863,612.6,307.0952,87.98, -,9.315441
16.3,8973.278,612.2,311.0952,87.98, -,9.315441
16.35,8985.596,611.9,303.4762,87.98, -,9.315441
16.4,8997.921,611.6,299.7619,87.98, -,9.315441
16.45,9010.248,611.3,299.9048,87.98, -,9.315441
16.5,9026.691,610.9,300.0476,87.98, -,9.315441
16.55,9039.032,610.6,296.2857,87.8, -,9.315441
16.6,9055.491,610.2,296.4286,87.8, -,9.315441
16.65,9071.961,609.8,296.5714,87.8, -,9.315441
16.7,9084.317,609.5,292.8095,87.8, -,9.315441
16.75,9096.68,609.2,289.0476,87.8, -,9.315441
16.8,9113.171,608.8,289.1905,87.8, -,9.315441
16.85,9129.669,608.4,297.1429,87.8, -,9.315441
16.9,9137.922,608.2,289.4286,87.8, -,9.315441
16.95,9154.436,607.8,289.5714,87.8, -,9.315441
17,9166.825,607.5,285.8095,87.8, -,9.315441
17.05,9183.354,607.1,286,87.8, -,9.315441
17.1,9195.756,606.8,286.0952,87.8, -,9.315441
17.15,9208.162,606.5,282.2857,87.8, -,9.315441
17.2,9220.573,606.2,278.4762,87.8, -,9.315441
17.25,9237.131,605.8,282.5238,87.8, -,9.315441
17.3,9245.413,605.6,274.8095,87.8, -,9.315441
17.35,9261.981,605.2,274.9524,87.8, -,9.315441
17.4,9274.415,604.9,275.0952,87.8, -,9.315441
17.45,9286.854,604.6,275.1905,87.8, -,9.315441
17.5,9299.298,604.3,275.2857,87.98, -,9.315441
17.55,9311.745,604,271.4762,87.98, -,9.315441
17.6,9324.198,603.7,271.5714,87.98, -,9.315441
17.65,9336.656,603.4,267.7619,87.98, -,9.315441
17.7,9353.276,603,267.9048,87.98, -,9.315441
17.75,9361.59,602.8,264.0476,87.98, -,9.315441
17.8,9369.905,602.6,260.1905,87.98, -,9.315441
17.85,9386.54,602.2,260.3333,87.98, -,9.315441
17.9,9399.023,601.9,256.5238,87.98, -,9.315441
17.95,9407.349,601.7,256.619,87.98, -,9.315441
18,9419.84,601.4,252.8095,87.98, -,9.315441
18.05,9432.339,601.1,252.9048,87.98, -,9.315441
18.1,9444.841,600.8,249.0476,87.98, -,9.315441
18.15,9453.179,600.6,245.1905,87.98, -,9.315441
18.2,9465.688,600.3,245.2857,87.98, -,9.315441
18.25,9478.203,600,245.381,87.98, -,9.315441
18.3,9490.724,599.7,241.5238,87.98, -,9.315441
18.35,9499.073,599.5,241.5714,87.98, -,9.315441
18.4,9511.603,599.2,237.7619,87.98, -,9.315441
18.45,9519.958,599,233.8571,87.98, -,9.315441
18.5,9532.495,598.7,233.9524,87.98, -,9.315441
18.55,9540.856,598.5,230.0476,87.8, -,9.334889
18.6,9553.402,598.2,230.1429,87.8, -,9.334889
18.65,9565.952,597.9,230.2381,87.8, -,9.334889
18.7,9578.511,597.6,230.3333,87.8, -,9.334889
18.75,9586.883,597.4,222.4762,87.8, -,9.334889
18.8,9599.449,597.1,226.5238,87.8, -,9.334889
18.85,9612.019,596.8,230.5714,87.8, -,9.334889
18.9,9620.401,596.6,222.7143,87.8, -,9.334889
18.95,9632.979,596.3,222.8095,87.8, -,9.334889
19,9641.368,596.1,222.8571,87.8, -,9.334889
19.05,9649.757,595.9,218.9524,87.8, -,9.334889
19.1,9662.349,595.6,219.0476,87.8, -,9.334889
19.15,9670.743,595.4,215.1429,87.8, -,9.334889
19.2,9683.344,595.1,219.1905,87.8, -,9.334889
19.25,9691.744,594.9,215.2857,87.8, -,9.334889
19.3,9704.354,594.6,215.381,87.8, -,9.334889
19.35,9712.76,594.4,211.4762,87.8, -,9.334889
19.4,9721.17,594.2,211.5238,87.8, -,9.334889
19.45,9733.789,593.9,211.5714,87.8, -,9.334889
19.5,9742.205,593.7,211.619,87.98, -,9.315441
19.55,9750.624,593.5,207.6667,87.98, -,9.315441
19.6,9763.255,593.2,211.7619,87.98, -,9.315441
19.65,9771.679,593,207.8095,87.98, -,9.315441
19.7,9780.105,592.8,203.9048,87.98, -,9.315441
19.75,9788.535,592.6,200,87.98, -,9.315441
19.8,9792.749,592.5,196.0476,87.98, -,9.315441
19.85,9805.396,592.2,196.1429,87.98, -,9.315441
19.9,9813.833,592,192.2381,87.98, -,9.315441
19.95,9822.271,591.8,192.2857,87.98, -,9.315441
20,9830.712,591.6,188.3333,87.98, -,9.315441
20.05,9839.151,591.4,188.381,87.98, -,9.315441
20.1,9847.597,591.2,188.4286,87.98, -,9.315441
20.15,9856.044,591,184.4762,87.98, -,9.315441
20.2,9864.494,590.8,184.5238,87.98, -,9.315441
20.25,9872.946,590.6,180.5714,87.98, -,9.315441
20.3,9881.398,590.4,180.619,87.98, -,9.315441
20.35,9889.854,590.2,176.6667,87.98, -,9.315441
20.4,9898.313,590,176.7143,87.98, -,9.315441
20.45,9906.775,589.8,176.7619,87.98, -,9.315441
20.5,9915.238,589.6,172.8095,87.98, -,9.315441
20.55,9923.702,589.4,172.8571,87.8, -,9.315441
20.6,9932.171,589.2,172.9048,87.8, -,9.315441
20.65,9936.407,589.1,164.9048,87.8, -,9.315441
20.7,9944.876,588.9,164.9524,87.8, -,9.315441
20.75,9953.351,588.7,164.9524,87.8, -,9.315441
20.8,9961.826,588.5,165,87.8, -,9.315441
20.85,9970.306,588.3,169.0952,87.8, -,9.315441
20.9,9978.786,588.1,165.1429,87.8, -,9.315441
20.95,9983.026,588,161.1429,87.8, -,9.315441
21,9991.512,587.8,161.1905,87.8, -,9.315441
21.05,9999.998,587.6,161.2381,87.8, -,9.315441
21.1,10004.24,587.5,157.2381,87.8, -,9.315441
21.15,10012.73,587.3,157.2857,87.8, -,9.315441
21.2,10021.22,587.1,157.3333,87.8, -,9.315441
21.25,10029.72,586.9,157.381,87.8, -,9.315441
21.3,10033.97,586.8,153.381,87.8, -,9.315441
21.35,10038.21,586.7,149.381,87.8, -,9.315441
21.4,10046.71,586.5,149.4286,87.8, -,9.315441
21.45,10055.22,586.3,149.4762,87.8, -,9.315441
21.5,10059.47,586.2,145.4762,87.8, -,9.334889
21.55,10067.97,586,145.5238,87.8, -,9.334889
21.6,10072.23,585.9,141.5238,87.8, -,9.334889
21.65,10080.74,585.7,141.5714,87.8, -,9.334889
21.7,10089.25,585.5,145.619,87.8, -,9.334889
21.75,10093.5,585.4,141.619,87.8, -,9.334889
21.8,10097.76,585.3,137.619,87.8, -,9.334889
21.85,10102.02,585.2,133.5714,87.8, -,9.334889
21.9,10110.54,585,133.5714,87.8, -,9.334889
21.95,10114.79,584.9,129.5238,87.8, -,9.334889
22,10123.31,584.7,133.5714,87.8, -,9.334889
22.05,10127.58,584.6,129.5238,87.8, -,9.334889
22.1,10136.1,584.4,129.5238,87.8, -,9.334889
22.15,10140.36,584.3,129.5238,87.8, -,9.334889
22.2,10144.63,584.2,125.4762,87.8, -,9.334889
22.25,10148.89,584.1,121.4286,87.8, -,9.334889
22.3,10157.42,583.9,121.4762,87.8, -,9.334889
22.35,10161.69,583.8,121.4762,87.8, -,9.334889
22.4,10165.95,583.7,121.4762,87.8, -,9.334889
22.45,10170.22,583.6,117.4286,87.8, -,9.334889
22.5,10174.49,583.5,113.381,87.8, -,9.334889
22.55,10178.75,583.4,113.381,87.8, -,9.315441
22.6,10187.29,583.2,113.4286,87.8, -,9.315441
22.65,10191.57,583.1,113.4286,87.8, -,9.315441
22.7,10195.83,583,109.381,87.8, -,9.315441
22.75,10200.1,582.9,105.3333,87.8, -,9.315441
22.8,10204.38,582.8,105.3333,87.8, -,9.315441
22.85,10208.65,582.7,105.3333,87.8, -,9.315441
22.9,10212.92,582.6,105.3333,87.8, -,9.315441
22.95,10217.2,582.5,101.2857,87.8, -,9.315441
23,10221.47,582.4,101.2857,87.8, -,9.315441
23.05,10225.75,582.3,97.28571,87.8, -,9.315441
23.1,10234.3,582.1,101.381,87.8, -,9.315441
23.15,10234.3,582.1,93.28571,87.8, -,9.315441
23.2,10238.57,582,93.33334,87.8, -,9.315441
23.25,10242.85,581.9,93.38095,87.8, -,9.315441
23.3,10247.13,581.8,93.42857,87.8, -,9.315441
23.35,10251.41,581.7,89.38095,87.8, -,9.315441
23.4,10255.69,581.6,89.42857,87.8, -,9.315441
23.45,10255.69,581.6,85.38095,87.8, -,9.315441
23.5,10264.24,581.4,89.47619,88.16, -,9.315441
23.55,10264.24,581.4,85.42857,88.16, -,9.315441
23.6,10268.53,581.3,85.47619,88.16, -,9.315441
23.65,10268.53,581.3,77.33334,88.16, -,9.315441
23.7,10272.81,581.2,77.38095,88.16, -,9.315441
23.75,10277.09,581.1,77.42857,88.16, -,9.315441
23.8,10281.37,581,77.47619,88.16, -,9.315441
23.85,10285.65,580.9,77.52381,88.16, -,9.315441
23.9,10285.65,580.9,73.47619,88.16, -,9.315441
23.95,10289.94,580.8,73.52381,88.16, -,9.315441
24,10294.22,580.7,73.57143,88.16, -,9.315441
24.05,10294.22,580.7,69.52381,88.16, -,9.315441
24.1,10298.51,580.6,69.52381,88.16, -,9.315441
24.15,10298.51,580.6,61.38095,88.16, -,9.315441
24.2,10302.79,580.5,65.47619,88.16, -,9.315441
24.25,10302.79,580.5,61.38095,88.16, -,9.315441
24.3,10302.79,580.5,57.28571,88.16, -,9.315441
24.35,10307.08,580.4,57.28571,88.16, -,9.315441
24.4,10311.37,580.3,57.28571,88.16, -,9.315441
24.45,10311.37,580.3,53.19048,88.16, -,9.315441
