Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
56.8,7412.023,651.2,-164.0952,85.46, -,9.334889
56.85,7412.023,651.2,-167.8571,85.46, -,9.334889
56.9,7408.119,651.3,-156.619,85.46, -,9.334889
56.95,7404.213,651.4,-137.9048,85.46, -,9.334889
57,7404.213,651.4,-119.2381,85.46, -,9.334889
57.05,7419.834,651,-78.2381,85.46, -,9.334889
57.1,7439.37,650.5,-52.14286,85.46, -,9.334889
57.15,7435.463,650.6,-52.14286,85.46, -,9.334889
57.2,7435.463,650.6,-44.66667,85.46, -,9.334889
57.25,7419.834,651,-33.47619,85.46, -,9.334889
57.3,7408.119,651.3,-33.42857,85.46, -,9.334889
57.35,7388.603,651.8,-44.57143,85.46, -,9.334889
57.4,7365.198,652.4,-59.42857,85.46, -,9.334889
57.45,7353.503,652.7,-70.57143,85.46, -,9.334889
57.5,7341.813,653,-81.71429,85.28, -,9.334889
57.55,7334.021,653.2,-89.14286,85.28, -,9.334889
57.6,7322.337,653.5,-92.85714,85.28, -,9.334889
57.65,7318.445,653.6,-89.14286,85.28, -,9.334889
57.7,7310.658,653.8,-85.42857,85.28, -,9.334889
57.75,7298.984,654.1,-100.2381,85.28, -,9.334889
57.8,7291.203,654.3,-107.6667,85.28, -,9.334889
57.85,7283.423,654.5,-122.5238,85.28, -,9.334889
57.9,7306.765,653.9,-100.2857,85.28, -,9.334889
57.95,7345.708,652.9,-59.47619,85.28, -,9.334889
58,7353.503,652.7,-48.33333,85.28, -,9.334889
58.05,7357.402,652.6,-44.61905,85.28, -,9.334889
58.1,7369.099,652.3,-48.33333,85.28, -,9.334889
58.15,7298.984,654.1,-133.7143,85.28, -,9.334889
58.2,7271.759,654.8,-155.9524,85.28, -,9.334889
58.25,7256.211,655.2,-170.7619,85.28, -,9.334889
58.3,7240.674,655.6,-170.6667,85.28, -,9.334889
58.35,7240.674,655.6,-159.5238,85.28, -,9.334889
58.4,7240.674,655.6,-140.9524,85.28, -,9.334889
58.45,7244.557,655.5,-114.9524,85.28, -,9.334889
58.5,7240.674,655.6,-107.5238,85.28, -,9.334889
58.55,7221.261,656.1,-114.8571,85.28, -,9.334889
58.6,7209.618,656.4,-118.5238,85.28, -,9.334889
58.65,7213.499,656.3,-103.6667,85.28, -,9.334889
58.7,7225.142,656,-88.85714,85.28, -,9.334889
58.75,7232.907,655.8,-74.04762,85.28, -,9.334889
58.8,7205.739,656.5,-88.80952,85.28, -,9.334889
58.85,7190.224,656.9,-96.14286,85.28, -,9.334889
58.9,7182.472,657.1,-96.09524,85.28, -,9.334889
58.95,7186.348,657,-114.619,85.28, -,9.334889
59,7190.224,656.9,-148,85.28, -,9.334889
59.05,7197.98,656.7,-148.0476,85.28, -,9.334889
59.1,7225.142,656,-125.9048,85.28, -,9.334889
59.15,7221.261,656.1,-140.7619,85.28, -,9.334889
59.2,7197.98,656.7,-96.19048,85.28, -,9.334889
59.25,7166.969,657.5,-99.7619,85.28, -,9.334889
59.3,7151.473,657.9,-99.71429,85.28, -,9.334889
59.35,7135.987,658.3,-99.66666,85.28, -,9.334889
59.4,7132.115,658.4,-103.3333,85.28, -,9.334889
59.45,7139.857,658.2,-95.95238,85.28, -,9.334889
59.5,7151.473,657.9,-88.61905,85.46, -,9.315441
59.55,7155.347,657.8,-81.2381,85.46, -,9.315441
59.6,7159.22,657.7,-59.09524,85.46, -,9.315441
59.65,7147.601,658,-59.04762,85.46, -,9.315441
59.7,7132.115,658.4,-77.52381,85.46, -,9.315441
59.75,7108.902,659,-110.7143,85.46, -,9.315441
59.8,7097.303,659.3,-129.1429,85.46, -,9.315441
59.85,7081.841,659.7,-118,85.46, -,9.315441
59.9,7074.113,659.9,-110.619,85.46, -,9.315441
59.95,7070.251,660,-106.9048,85.46, -,9.315441
60,7074.113,659.9,-106.9524,85.46, -,9.315441
60.05,7085.707,659.6,-99.61905,85.46, -,9.315441
60.1,7105.036,659.1,-88.57143,85.46, -,9.315441
60.15,7108.902,659,-110.7619,85.46, -,9.315441
60.2,7105.036,659.1,-110.7143,85.46, -,9.315441
60.25,7089.571,659.5,-103.2381,85.46, -,9.315441
60.3,7120.507,658.7,-44.23809,85.46, -,9.315441
60.35,7108.902,659,-40.52381,85.46, -,9.315441
60.4,7077.978,659.8,-55.19048,85.46, -,9.315441
60.45,7077.978,659.8,-51.52381,85.46, -,9.315441
60.5,7085.707,659.6,-51.52381,85.46, -,9.315441
60.55,7085.707,659.6,-62.57143,85.46, -,9.315441
60.6,7047.084,660.6,-103,85.46, -,9.315441
60.65,7016.218,661.4,-136.0476,85.46, -,9.315441
60.7,6996.943,661.9,-143.3333,85.46, -,9.315441
60.75,6993.091,662,-132.2381,85.46, -,9.315441
60.8,6989.239,662.1,-113.8095,85.46, -,9.315441
60.85,6985.385,662.2,-106.4286,85.46, -,9.315441
60.9,6985.385,662.2,-91.71429,85.46, -,9.315441
60.95,6985.385,662.2,-84.33334,85.46, -,9.315441
61,6989.239,662.1,-77,85.46, -,9.315441
61.05,6989.239,662.1,-80.66666,85.46, -,9.315441
61.1,6993.091,662,-88.04762,85.46, -,9.315441
61.15,6989.239,662.1,-110.1429,85.46, -,9.315441
61.2,6993.091,662,-110.1429,85.46, -,9.315441
61.25,6981.534,662.3,-117.4762,85.46, -,9.315441
61.3,6969.98,662.6,-113.7619,85.46, -,9.315441
61.35,6973.83,662.5,-139.5714,85.46, -,9.315441
61.4,6966.129,662.7,-135.8571,85.46, -,9.315441
61.45,6962.28,662.8,-110.0952,85.46, -,9.315441
61.5,6958.429,662.9,-113.7619,85.46, -,9.315441
61.55,6958.429,662.9,-121.1429,85.46, -,9.315441
61.6,6958.429,662.9,-121.1429,85.46, -,9.315441
61.65,6958.429,662.9,-84.38095,85.46, -,9.315441
61.7,6958.429,662.9,-55,85.46, -,9.315441
61.75,6954.582,663,-40.33333,85.46, -,9.315441
61.8,6954.582,663,-36.66667,85.46, -,9.315441
61.85,6958.429,662.9,-29.33333,85.46, -,9.315441
61.9,6954.582,663,-29.33333,85.46, -,9.315441
61.95,6950.734,663.1,-33,85.46, -,9.315441
62,6950.734,663.1,-33,85.46, -,9.315441
62.05,6946.885,663.2,-40.33333,85.46, -,9.315441
62.1,6939.19,663.4,-47.66667,85.46, -,9.315441
62.15,6939.19,663.4,-51.33333,85.46, -,9.315441
62.2,6935.344,663.5,-51.33333,85.46, -,9.315441
62.25,6935.344,663.5,-55,85.46, -,9.315441
62.3,6931.499,663.6,-47.66667,85.46, -,9.315441
62.35,6927.652,663.7,-40.33333,85.46, -,9.315441
62.4,6923.808,663.8,-47.66667,85.46, -,9.315441
62.45,6923.808,663.8,-40.33333,85.46, -,9.315441
62.5,6923.808,663.8,-36.66667,85.46, -,9.315441
62.55,6919.962,663.9,-36.66667,85.46, -,9.334889
62.6,6916.119,664,-40.33333,85.46, -,9.334889
62.65,6916.119,664,-40.33333,85.46, -,9.334889
62.7,6916.119,664,-40.33333,85.46, -,9.334889
62.75,6912.276,664.1,-44,85.46, -,9.334889
62.8,6908.432,664.2,-44,85.46, -,9.334889
62.85,6908.432,664.2,-44,85.46, -,9.334889
62.9,6912.276,664.1,-44,85.46, -,9.334889
62.95,6912.276,664.1,-40.33333,85.46, -,9.334889
63,6904.59,664.3,-44,85.46, -,9.334889
63.05,6900.746,664.4,-47.66667,85.46, -,9.334889
63.1,6900.746,664.4,-44,85.46, -,9.334889
63.15,6900.746,664.4,-36.66667,85.46, -,9.334889
63.2,6896.905,664.5,-40.33333,85.46, -,9.334889
63.25,6896.905,664.5,-36.66667,85.46, -,9.334889
63.3,6893.065,664.6,-40.33333,85.46, -,9.334889
63.35,6893.065,664.6,-36.66667,85.46, -,9.334889
63.4,6893.065,664.6,-33,85.46, -,9.334889
63.45,6893.065,664.6,-29.33333,85.46, -,9.334889
63.5,6889.223,664.7,-33,85.46, -,9.315441
63.55,6885.383,664.8,-36.66667,85.46, -,9.315441
63.6,6881.542,664.9,-36.66667,85.46, -,9.315441
63.65,6877.703,665,-36.66667,85.46, -,9.315441
63.7,6877.703,665,-36.66667,85.46, -,9.315441
63.75,6877.703,665,-36.66667,85.46, -,9.315441
63.8,6873.865,665.1,-36.66667,85.46, -,9.315441
63.85,6873.865,665.1,-33,85.46, -,9.315441
63.9,6873.865,665.1,-33,85.46, -,9.315441
63.95,6873.865,665.1,-36.66667,85.46, -,9.315441
64,6870.025,665.2,-40.33333,85.46, -,9.315441
64.05,6866.188,665.3,-36.66667,85.46, -,9.315441
64.1,6862.349,665.4,-36.66667,85.46, -,9.315441
64.15,6862.349,665.4,-36.66667,85.46, -,9.315441
64.2,6862.349,665.4,-36.66667,85.46, -,9.315441
64.25,6862.349,665.4,-33,85.46, -,9.315441
64.3,6858.513,665.5,-36.66667,85.46, -,9.315441
64.35,6854.677,665.6,-36.66667,85.46, -,9.315441
64.4,6854.677,665.6,-36.66667,85.46, -,9.315441
64.45,6854.677,665.6,-36.66667,85.46, -,9.315441
64.5,6854.677,665.6,-36.66667,85.46, -,9.315441
64.55,6850.84,665.7,-36.66667,85.46, -,9.354337
64.6,6850.84,665.7,-33,85.46, -,9.354337
64.65,6847.005,665.8,-33,85.46, -,9.354337
64.7,6843.168,665.9,-33,85.46, -,9.354337
64.75,6843.168,665.9,-33,85.46, -,9.354337
64.8,6839.334,666,-36.66667,85.46, -,9.354337
64.85,6839.334,666,-33,85.46, -,9.354337
64.9,6835.501,666.1,-36.66667,85.46, -,9.354337
64.95,6831.666,666.2,-40.33333,85.46, -,9.354337
65,6831.666,666.2,-40.33333,85.46, -,9.354337
65.05,6831.666,666.2,-36.66667,85.46, -,9.354337
65.1,6827.833,666.3,-36.66667,85.46, -,9.354337
65.15,6823.999,666.4,-36.66667,85.46, -,9.354337
65.2,6827.833,666.3,-33,85.46, -,9.354337
65.25,6823.999,666.4,-36.66667,85.46, -,9.354337
65.3,6823.999,666.4,-36.66667,85.46, -,9.354337
65.35,6820.167,666.5,-36.66667,85.46, -,9.354337
65.4,6820.167,666.5,-33,85.46, -,9.354337
65.45,6816.336,666.6,-36.66667,85.46, -,9.354337
65.5,6812.503,666.7,-40.33333,85.64, -,9.334889
65.55,6812.503,666.7,-40.33333,85.64, -,9.334889
65.6,6808.673,666.8,-40.33333,85.64, -,9.334889
65.65,6808.673,666.8,-40.33333,85.64, -,9.334889
65.7,6808.673,666.8,-36.66667,85.64, -,9.334889
65.75,6808.673,666.8,-33,85.64, -,9.334889
65.8,6804.841,666.9,-36.66667,85.64, -,9.334889
65.85,6804.841,666.9,-33,85.64, -,9.334889
65.9,6804.841,666.9,-33,85.64, -,9.334889
65.95,6801.012,667,-33,85.64, -,9.334889
66,6797.184,667.1,-33,85.64, -,9.334889
66.05,6793.353,667.2,-36.66667,85.64, -,9.334889
66.1,6793.353,667.2,-36.66667,85.64, -,9.334889
66.15,6793.353,667.2,-33,85.64, -,9.334889
66.2,6789.525,667.3,-33,85.64, -,9.334889
66.25,6789.525,667.3,-36.66667,85.64, -,9.334889
66.3,6785.695,667.4,-36.66667,85.64, -,9.334889
66.35,6781.869,667.5,-40.33333,85.64, -,9.334889
66.4,6781.869,667.5,-36.66667,85.64, -,9.334889
66.45,6781.869,667.5,-36.66667,85.64, -,9.334889
66.5,6778.042,667.6,-36.66667,85.64, -,9.334889
66.55,6778.042,667.6,-33,85.46, -,9.315441
66.6,6774.214,667.7,-36.66667,85.46, -,9.315441
66.65,6770.389,667.8,-36.66667,85.46, -,9.315441
66.7,6770.389,667.8,-36.66667,85.46, -,9.315441
66.75,6770.389,667.8,-36.66667,85.46, -,9.315441
66.8,6770.389,667.8,-36.66667,85.46, -,9.315441
66.85,6766.561,667.9,-36.66667,85.46, -,9.315441
66.9,6766.561,667.9,-36.66667,85.46, -,9.315441
66.95,6762.737,668,-40.28571,85.46, -,9.315441
67,6758.913,668.1,-40.23809,85.46, -,9.315441
67.05,6758.913,668.1,-36.57143,85.46, -,9.315441
67.1,6755.086,668.2,-36.57143,85.46, -,9.315441
67.15,6751.263,668.3,-40.19048,85.46, -,9.315441
67.2,6751.263,668.3,-40.19048,85.46, -,9.315441
67.25,6751.263,668.3,-36.52381,85.46, -,9.315441
67.3,6751.263,668.3,-36.52381,85.46, -,9.315441
67.35,6747.438,668.4,-36.47619,85.46, -,9.315441
67.4,6747.438,668.4,-32.80952,85.46, -,9.315441
67.45,6747.438,668.4,-32.80952,85.46, -,9.315441
67.5,6743.616,668.5,-36.42857,85.64, -,9.315441
67.55,6743.616,668.5,-32.76191,85.64, -,9.315441
67.6,6743.616,668.5,-32.76191,85.64, -,9.315441
67.65,6743.616,668.5,-29.09524,85.64, -,9.315441
67.7,6739.794,668.6,-29.04762,85.64, -,9.315441
67.75,6735.971,668.7,-32.66667,85.64, -,9.315441
67.8,6735.971,668.7,-32.66667,85.64, -,9.315441
67.85,6732.15,668.8,-36.28571,85.64, -,9.315441
67.9,6732.15,668.8,-32.61905,85.64, -,9.315441
67.95,6728.327,668.9,-36.23809,85.64, -,9.315441
68,6724.507,669,-36.23809,85.64, -,9.315441
68.05,6724.507,669,-32.61905,85.64, -,9.315441
68.1,6724.507,669,-32.61905,85.64, -,9.315441
68.15,6720.688,669.1,-32.57143,85.64, -,9.315441
68.2,6720.688,669.1,-28.95238,85.64, -,9.315441
68.25,6716.867,669.2,-32.57143,85.64, -,9.315441
68.3,6716.867,669.2,-32.57143,85.64, -,9.315441
68.35,6716.867,669.2,-32.57143,85.64, -,9.315441
68.4,6713.048,669.3,-32.57143,85.64, -,9.315441
68.45,6713.048,669.3,-32.57143,85.64, -,9.315441
68.5,6709.228,669.4,-36.19048,85.64, -,9.315441
68.55,6709.228,669.4,-32.57143,85.46, -,9.315441
68.6,6705.41,669.5,-36.19048,85.46, -,9.315441
68.65,6701.593,669.6,-39.80952,85.46, -,9.315441
68.7,6701.593,669.6,-39.80952,85.46, -,9.315441
68.75,6701.593,669.6,-36.19048,85.46, -,9.315441
68.8,6697.774,669.7,-36.19048,85.46, -,9.315441
68.85,6693.958,669.8,-39.80952,85.46, -,9.315441
68.9,6693.958,669.8,-36.19048,85.46, -,9.315441
68.95,6690.14,669.9,-39.80952,85.46, -,9.315441
69,6690.14,669.9,-36.19048,85.46, -,9.315441
69.05,6686.324,670,-36.19048,85.46, -,9.315441
69.1,6686.324,670,-36.19048,85.46, -,9.315441
69.15,6682.509,670.1,-39.80952,85.46, -,9.315441
69.2,6682.509,670.1,-36.19048,85.46, -,9.315441
69.25,6682.509,670.1,-36.19048,85.46, -,9.315441
69.3,6678.692,670.2,-36.19048,85.46, -,9.315441
69.35,6678.692,670.2,-36.19048,85.46, -,9.315441
69.4,6674.879,670.3,-39.80952,85.46, -,9.315441
69.45,6674.879,670.3,-36.19048,85.46, -,9.315441
69.5,6671.063,670.4,-39.80952,85.64, -,9.315441
69.55,6671.063,670.4,-36.19048,85.64, -,9.315441
69.6,6671.063,670.4,-36.19048,85.64, -,9.315441
69.65,6667.25,670.5,-36.19048,85.64, -,9.315441
69.7,6667.25,670.5,-32.57143,85.64, -,9.315441
69.75,6663.438,670.6,-36.19048,85.64, -,9.315441
69.8,6663.438,670.6,-36.19048,85.64, -,9.315441
69.85,6663.438,670.6,-32.57143,85.64, -,9.315441
69.9,6663.438,670.6,-28.95238,85.64, -,9.315441
69.95,6659.623,670.7,-32.57143,85.64, -,9.315441
70,6663.438,670.6,-25.33333,85.64, -,9.315441
70.05,6659.623,670.7,-28.95238,85.64, -,9.315441
70.1,6655.812,670.8,-28.95238,85.64, -,9.315441
70.15,6651.998,670.9,-32.57143,85.64, -,9.315441
70.2,6651.998,670.9,-28.95238,85.64, -,9.315441
70.25,6648.187,671,-32.57143,85.64, -,9.315441
70.3,6644.377,671.1,-36.19048,85.64, -,9.315441
70.35,6644.377,671.1,-32.57143,85.64, -,9.315441
70.4,6644.377,671.1,-32.57143,85.64, -,9.315441
70.45,6640.565,671.2,-32.57143,85.64, -,9.315441
70.5,6640.565,671.2,-32.57143,85.64, -,9.315441
70.55,6636.755,671.3,-32.57143,85.46, -,9.315441
70.6,6636.755,671.3,-32.57143,85.46, -,9.315441
70.65,6632.944,671.4,-36.19048,85.46, -,9.315441
70.7,6632.944,671.4,-32.57143,85.46, -,9.315441
70.75,6632.944,671.4,-32.57143,85.46, -,9.315441
70.8,6632.944,671.4,-28.95238,85.46, -,9.315441
70.85,6629.136,671.5,-32.57143,85.46, -,9.315441
70.9,6629.136,671.5,-32.57143,85.46, -,9.315441
70.95,6629.136,671.5,-32.57143,85.46, -,9.315441
71,6625.328,671.6,-32.57143,85.46, -,9.315441
71.05,6621.518,671.7,-39.80952,85.46, -,9.315441
71.1,6621.518,671.7,-36.19048,85.46, -,9.315441
71.15,6617.711,671.8,-36.19048,85.46, -,9.315441
71.2,6613.902,671.9,-36.19048,85.46, -,9.315441
71.25,6613.902,671.9,-36.19048,85.46, -,9.315441
71.3,6610.096,672,-36.19048,85.46, -,9.315441
71.35,6610.096,672,-32.57143,85.46, -,9.315441
71.4,6606.291,672.1,-36.19048,85.46, -,9.315441
71.45,6606.291,672.1,-36.19048,85.46, -,9.315441
71.5,6606.291,672.1,-32.57143,85.64, -,9.315441
71.55,6606.291,672.1,-32.57143,85.64, -,9.315441
71.6,6602.483,672.2,-32.57143,85.64, -,9.315441
71.65,6602.483,672.2,-32.57143,85.64, -,9.315441
71.7,6598.678,672.3,-32.57143,85.64, -,9.315441
71.75,6594.872,672.4,-36.19048,85.64, -,9.315441
71.8,6594.872,672.4,-36.19048,85.64, -,9.315441
71.85,6594.872,672.4,-36.19048,85.64, -,9.315441
71.9,6591.068,672.5,-36.19048,85.64, -,9.315441
71.95,6587.265,672.6,-39.80952,85.64, -,9.315441
72,6587.265,672.6,-39.80952,85.64, -,9.315441
72.05,6583.459,672.7,-39.80952,85.64, -,9.315441
72.1,6583.459,672.7,-36.19048,85.64, -,9.315441
72.15,6579.657,672.8,-39.80952,85.64, -,9.315441
72.2,6579.657,672.8,-36.19048,85.64, -,9.315441
72.25,6579.657,672.8,-32.57143,85.64, -,9.315441
72.3,6575.853,672.9,-36.19048,85.64, -,9.315441
72.35,6572.051,673,-36.19048,85.64, -,9.315441
72.4,6572.051,673,-36.19048,85.64, -,9.315441
72.45,6572.051,673,-32.57143,85.64, -,9.315441
72.5,6568.25,673.1,-36.19048,85.64, -,9.315441
72.55,6564.447,673.2,-39.80952,85.46, -,9.315441
72.6,6564.447,673.2,-39.80952,85.46, -,9.315441
72.65,6564.447,673.2,-36.19048,85.46, -,9.315441
72.7,6560.647,673.3,-39.80952,85.46, -,9.315441
72.75,6560.647,673.3,-36.19048,85.46, -,9.315441
72.8,6556.845,673.4,-36.19048,85.46, -,9.315441
72.85,6556.845,673.4,-36.19048,85.46, -,9.315441
72.9,6556.845,673.4,-36.19048,85.46, -,9.315441
72.95,6553.045,673.5,-36.19048,85.46, -,9.315441
73,6553.045,673.5,-32.57143,85.46, -,9.315441
73.05,6549.247,673.6,-36.19048,85.46, -,9.315441
73.1,6549.247,673.6,-32.57143,85.46, -,9.315441
73.15,6549.247,673.6,-32.57143,85.46, -,9.315441
73.2,6545.446,673.7,-32.57143,85.46, -,9.315441
73.25,6545.446,673.7,-32.57143,85.46, -,9.315441
73.3,6545.446,673.7,-32.57143,85.46, -,9.315441
73.35,6541.648,673.8,-32.57143,85.46, -,9.315441
73.4,6537.849,673.9,-32.57143,85.46, -,9.315441
73.45,6541.648,673.8,-28.95238,85.46, -,9.315441
73.5,6537.849,673.9,-32.57143,85.64, -,9.315441
73.55,6537.849,673.9,-28.95238,85.64, -,9.315441
73.6,6537.849,673.9,-25.33333,85.64, -,9.315441
73.65,6534.052,674,-28.95238,85.64, -,9.315441
73.7,6534.052,674,-28.95238,85.64, -,9.315441
73.75,6530.255,674.1,-28.95238,85.64, -,9.315441
73.8,6530.255,674.1,-28.95238,85.64, -,9.315441
73.85,6530.255,674.1,-25.33333,85.64, -,9.315441
73.9,6526.457,674.2,-28.95238,85.64, -,9.315441
73.95,6522.661,674.3,-32.57143,85.64, -,9.315441
74,6522.661,674.3,-28.95238,85.64, -,9.315441
74.05,6518.864,674.4,-32.57143,85.64, -,9.315441
74.1,6518.864,674.4,-28.95238,85.64, -,9.315441
74.15,6518.864,674.4,-28.95238,85.64, -,9.315441
74.2,6515.069,674.5,-32.57143,85.64, -,9.315441
74.25,6511.275,674.6,-32.57143,85.64, -,9.315441
74.3,6511.275,674.6,-32.57143,85.64, -,9.315441
74.35,6507.479,674.7,-36.19048,85.64, -,9.315441
74.4,6507.479,674.7,-32.57143,85.64, -,9.315441
74.45,6507.479,674.7,-28.95238,85.64, -,9.315441
74.5,6503.686,674.8,-36.19048,85.64, -,9.315441
74.55,6499.89,674.9,-36.19048,85.46, -,9.315441
74.6,6499.89,674.9,-36.19048,85.46, -,9.315441
74.65,6499.89,674.9,-36.19048,85.46, -,9.315441
74.7,6496.098,675,-36.19048,85.46, -,9.315441
74.75,6496.098,675,-36.19048,85.46, -,9.315441
74.8,6492.306,675.1,-36.19048,85.46, -,9.315441
74.85,6492.306,675.1,-36.19048,85.46, -,9.315441
74.9,6488.512,675.2,-39.80952,85.46, -,9.315441
74.95,6488.512,675.2,-36.19048,85.46, -,9.315441
75,6484.721,675.3,-36.19048,85.46, -,9.315441
75.05,6484.721,675.3,-36.19048,85.46, -,9.315441
75.1,6484.721,675.3,-32.57143,85.46, -,9.315441
75.15,6480.928,675.4,-36.19048,85.46, -,9.315441
75.2,6480.928,675.4,-36.19048,85.46, -,9.315441
75.25,6477.138,675.5,-36.19048,85.46, -,9.315441
75.3,6473.349,675.6,-36.19048,85.46, -,9.315441
75.35,6469.557,675.7,-39.80952,85.46, -,9.315441
75.4,6469.557,675.7,-36.19048,85.46, -,9.315441
75.45,6465.768,675.8,-39.80952,85.46, -,9.315441
75.5,6465.768,675.8,-39.80952,85.46, -,9.315441
75.55,6465.768,675.8,-36.19048,85.46, -,9.315441
75.6,6461.978,675.9,-36.19048,85.46, -,9.315441
75.65,6461.978,675.9,-36.19048,85.46, -,9.315441
75.7,6458.189,676,-39.80952,85.46, -,9.315441
75.75,6458.189,676,-36.19048,85.46, -,9.315441
75.8,6458.189,676,-36.19048,85.46, -,9.315441
75.85,6454.402,676.1,-36.19048,85.46, -,9.315441
75.9,6450.613,676.2,-39.80952,85.46, -,9.315441
75.95,6450.613,676.2,-36.19048,85.46, -,9.315441
76,6446.827,676.3,-39.80952,85.46, -,9.315441
76.05,6446.827,676.3,-36.19048,85.46, -,9.315441
76.1,6443.038,676.4,-39.80952,85.46, -,9.315441
76.15,6439.252,676.5,-43.42857,85.46, -,9.315441
76.2,6435.467,676.6,-43.42857,85.46, -,9.315441
76.25,6435.467,676.6,-43.42857,85.46, -,9.315441
76.3,6435.467,676.6,-39.80952,85.46, -,9.315441
76.35,6431.68,676.7,-39.80952,85.46, -,9.315441
76.4,6431.68,676.7,-36.19048,85.46, -,9.315441
76.45,6427.896,676.8,-39.80952,85.46, -,9.315441
76.5,6427.896,676.8,-36.19048,85.46, -,9.315441
76.55,6424.11,676.9,-39.80952,85.46, -,9.315441
76.6,6424.11,676.9,-39.80952,85.46, -,9.315441
76.65,6420.327,677,-39.80952,85.46, -,9.315441
76.7,6420.327,677,-39.80952,85.46, -,9.315441
76.75,6416.544,677.1,-39.80952,85.46, -,9.315441
76.8,6416.544,677.1,-39.80952,85.46, -,9.315441
76.85,6412.759,677.2,-43.42857,85.46, -,9.315441
76.9,6408.977,677.3,-43.42857,85.46, -,9.315441
76.95,6408.977,677.3,-39.80952,85.46, -,9.315441
77,6408.977,677.3,-39.80952,85.46, -,9.315441
77.05,6405.193,677.4,-39.80952,85.46, -,9.315441
77.1,6405.193,677.4,-39.80952,85.46, -,9.315441
77.15,6401.412,677.5,-39.80952,85.46, -,9.315441
77.2,6401.412,677.5,-36.19048,85.46, -,9.315441
77.25,6397.632,677.6,-36.19048,85.46, -,9.315441
77.3,6397.632,677.6,-36.19048,85.46, -,9.315441
77.35,6393.849,677.7,-39.80952,85.46, -,9.315441
77.4,6393.849,677.7,-36.19048,85.46, -,9.315441
77.45,6390.069,677.8,-39.80952,85.46, -,9.315441
77.5,6390.069,677.8,-36.19048,85.46, -,9.315441
77.55,6390.069,677.8,-36.19048,85.46, -,9.315441
77.6,6390.069,677.8,-32.57143,85.46, -,9.315441
77.65,6386.288,677.9,-36.19048,85.46, -,9.315441
77.7,6386.288,677.9,-32.57143,85.46, -,9.315441
77.75,6382.509,678,-36.19048,85.46, -,9.315441
77.8,6382.509,678,-32.57143,85.46, -,9.315441
77.85,6378.731,678.1,-36.19048,85.46, -,9.315441
77.9,6378.731,678.1,-32.57143,85.46, -,9.315441
77.95,6374.951,678.2,-32.57143,85.46, -,9.315441
78,6374.951,678.2,-32.57143,85.46, -,9.315441
78.05,6371.173,678.3,-36.19048,85.46, -,9.315441
78.1,6371.173,678.3,-32.57143,85.46, -,9.315441
78.15,6367.394,678.4,-36.19048,85.46, -,9.315441
78.2,6367.394,678.4,-32.57143,85.46, -,9.315441
78.25,6367.394,678.4,-32.57143,85.46, -,9.315441
78.3,6363.617,678.5,-32.57143,85.46, -,9.315441
78.35,6359.841,678.6,-36.19048,85.46, -,9.315441
78.4,6359.841,678.6,-32.57143,85.46, -,9.315441
78.45,6356.063,678.7,-36.19048,85.46, -,9.315441
78.5,6356.063,678.7,-32.57143,85.46, -,9.315441
78.55,6352.288,678.8,-36.14286,85.46, -,9.315441
78.6,6352.288,678.8,-36.14286,85.46, -,9.315441
78.65,6352.288,678.8,-36.14286,85.46, -,9.315441
78.7,6352.288,678.8,-32.52381,85.46, -,9.315441
78.75,6348.511,678.9,-36.14286,85.46, -,9.315441
78.8,6348.511,678.9,-32.52381,85.46, -,9.315441
78.85,6344.737,679,-36.09524,85.46, -,9.315441
78.9,6344.737,679,-32.47619,85.46, -,9.315441
78.95,6340.963,679.1,-36.04762,85.46, -,9.315441
79,6340.963,679.1,-32.42857,85.46, -,9.315441
79.05,6337.187,679.2,-36.04762,85.46, -,9.315441
79.1,6337.187,679.2,-32.42857,85.46, -,9.315441
79.15,6333.414,679.3,-36,85.46, -,9.315441
79.2,6333.414,679.3,-32.38095,85.46, -,9.315441
79.25,6333.414,679.3,-32.38095,85.46, -,9.315441
79.3,6329.639,679.4,-35.95238,85.46, -,9.315441
79.35,6325.867,679.5,-35.90476,85.46, -,9.315441
79.4,6325.867,679.5,-32.28571,85.46, -,9.315441
79.45,6325.867,679.5,-32.28571,85.46, -,9.315441
79.5,6322.096,679.6,-32.23809,85.46, -,9.315441
79.55,6322.096,679.6,-32.23809,85.46, -,9.315441
79.6,6322.096,679.6,-28.66667,85.46, -,9.315441
79.65,6318.322,679.7,-32.23809,85.46, -,9.315441
79.7,6314.552,679.8,-35.80952,85.46, -,9.315441
79.75,6310.779,679.9,-39.38095,85.46, -,9.315441
79.8,6310.779,679.9,-35.76191,85.46, -,9.315441
79.85,6310.779,679.9,-35.76191,85.46, -,9.315441
79.9,6310.779,679.9,-32.19048,85.46, -,9.315441
79.95,6307.009,680,-35.76191,85.46, -,9.315441
80,6307.009,680,-32.19048,85.46, -,9.315441
80.05,6303.24,680.1,-35.76191,85.46, -,9.315441
80.1,6303.24,680.1,-32.14286,85.46, -,9.315441
80.15,6299.469,680.2,-35.71429,85.46, -,9.315441
80.2,6299.469,680.2,-32.14286,85.46, -,9.315441
80.25,6295.7,680.3,-35.71429,85.46, -,9.315441
80.3,6295.7,680.3,-35.71429,85.46, -,9.315441
80.35,6291.93,680.4,-35.71429,85.46, -,9.315441
80.4,6291.93,680.4,-32.14286,85.46, -,9.315441
80.45,6291.93,680.4,-32.14286,85.46, -,9.315441
